simulation_id,location,altitude_m,dominant_heat_loss_component,secondary_heat_loss_component,wall_loss_kwh,roof_loss_kwh,floor_loss_kwh,glazing_loss_kwh,infiltration_loss_kwh,sky_loss_kwh,total_loss_kwh,wall_loss_pct,roof_loss_pct,floor_loss_pct,glazing_loss_pct,infiltration_loss_pct,sky_loss_pct,sum_loss_pct,recommended_intervention,intervention_reason,min_indoor_temperature_C,max_indoor_temperature_C,avg_indoor_temperature_C,comfort_hours,hours_below_18C
SIM_000354,Hanle,4500.0,ROOF,FLOOR,0.748,7.786,6.352,0.891,2.343,0.852,18.972,3.94,41.04,33.48,4.7,12.35,4.49,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-31.68,-20.11,-24.88,0,24
SIM_000355,Nyoma,4180.0,WALL,FLOOR,9.56,2.256,6.852,3.451,0.621,0.228,22.967,41.62,9.82,29.83,15.03,2.71,0.99,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-31.44,-25.43,-27.96,0,24
SIM_000356,Chushul,4350.0,FLOOR,ROOF,2.471,3.212,15.819,1.946,1.558,0.297,25.303,9.77,12.69,62.52,7.69,6.16,1.17,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.22,-18.36,-20.5,0,24
SIM_000357,Rezang La,5000.0,FLOOR,INFILTRATION,1.747,1.254,18.569,1.502,9.415,0.081,32.568,5.36,3.85,57.02,4.61,28.91,0.25,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.45,-21.7,-24.65,0,24
SIM_000358,Pangong,4250.0,FLOOR,WALL,8.241,1.568,17.097,1.535,0.499,0.048,28.989,28.43,5.41,58.98,5.3,1.72,0.17,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-12.47,-8.45,-9.85,0,24
SIM_000359,Depsang,5330.0,ROOF,FLOOR,1.223,18.15,13.881,0.533,0.754,1.842,36.382,3.36,49.89,38.15,1.46,2.07,5.06,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-35.35,-26.03,-30.12,0,24
SIM_000360,Kargil,2676.0,FLOOR,INFILTRATION,1.482,0.762,8.569,2.292,6.769,0.221,20.095,7.37,3.79,42.64,11.41,33.68,1.1,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.91,-19.88,-22.15,0,24
SIM_000361,Leh,3500.0,FLOOR,INFILTRATION,1.871,1.064,11.188,0.046,5.556,0.086,19.811,9.44,5.37,56.47,0.23,28.05,0.43,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-8.56,-3.15,-5.84,0,24
SIM_000362,Dras,3280.0,ROOF,WALL,7.661,10.184,5.922,0.159,3.345,0.366,27.638,27.72,36.85,21.43,0.58,12.1,1.32,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-30.6,-23.3,-26.44,0,24
SIM_000363,Siachen,5400.0,FLOOR,INFILTRATION,4.39,1.478,18.687,0.909,8.38,0.153,33.995,12.91,4.35,54.97,2.67,24.65,0.45,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-41.2,-37.68,-39.06,0,24
SIM_000364,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,3.847,1.376,9.026,0.946,5.883,0.141,21.218,18.13,6.48,42.54,4.46,27.73,0.66,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.71,-26.84,-29.06,0,24
SIM_000365,Galwan,4300.0,FLOOR,GLAZING,2.986,1.422,13.925,3.136,0.304,0.171,21.944,13.61,6.48,63.46,14.29,1.39,0.78,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-28.49,-19.67,-23.24,0,24
SIM_000366,Hanle,4500.0,FLOOR,INFILTRATION,4.019,2.358,19.401,3.473,11.473,0.377,41.102,9.78,5.74,47.2,8.45,27.91,0.92,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-18.53,-10.55,-13.58,0,24
SIM_000367,Nyoma,4180.0,ROOF,FLOOR,0.978,10.385,9.502,1.436,5.921,3.142,31.363,3.12,33.11,30.29,4.58,18.88,10.02,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-19.96,-12.13,-15.87,0,24
SIM_000368,Chushul,4350.0,FLOOR,INFILTRATION,1.545,1.544,10.675,1.257,2.052,0.108,17.181,8.99,8.99,62.13,7.32,11.94,0.63,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-36.89,-30.15,-32.94,0,24
SIM_000369,Rezang La,5000.0,FLOOR,INFILTRATION,1.643,2.33,17.388,1.169,5.821,0.096,28.447,5.77,8.19,61.12,4.11,20.46,0.34,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.05,-20.55,-24.0,0,24
SIM_000370,Pangong,4250.0,FLOOR,INFILTRATION,3.754,0.895,8.99,0.321,7.779,0.164,21.904,17.14,4.09,41.04,1.47,35.51,0.75,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.45,-19.04,-21.03,0,24
SIM_000371,Depsang,5330.0,WALL,ROOF,6.4,5.224,4.994,0.087,2.094,1.681,20.48,31.25,25.51,24.39,0.42,10.23,8.21,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-45.0,-41.53,-43.26,0,24
SIM_000372,Kargil,2676.0,ROOF,FLOOR,1.925,22.952,13.6,1.469,4.699,3.719,48.364,3.98,47.46,28.12,3.04,9.72,7.69,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-16.19,-8.15,-11.27,0,24
SIM_000373,Leh,3500.0,WALL,FLOOR,22.251,2.35,21.058,1.34,1.64,0.122,48.762,45.63,4.82,43.19,2.75,3.36,0.25,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-10.69,-7.11,-8.81,0,24
SIM_000374,Dras,3280.0,FLOOR,INFILTRATION,2.106,1.715,17.686,0.504,8.097,0.175,30.283,6.95,5.66,58.4,1.67,26.74,0.58,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-17.84,-12.38,-14.85,0,24
SIM_000375,Siachen,5400.0,FLOOR,WALL,2.321,1.004,8.008,0.309,0.956,0.124,12.722,18.24,7.89,62.95,2.43,7.51,0.98,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.9,-26.29,-29.08,0,24
SIM_000376,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,2.275,1.157,12.815,0.0,7.76,0.147,24.154,9.42,4.79,53.06,0.0,32.13,0.61,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-41.8,-36.39,-39.05,0,24
SIM_000377,Galwan,4300.0,WALL,FLOOR,7.974,2.483,5.784,0.182,5.504,0.227,22.154,35.99,11.21,26.11,0.82,24.84,1.02,99.99,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-25.05,-19.6,-22.37,0,24
SIM_000378,Hanle,4500.0,ROOF,FLOOR,1.817,8.158,5.47,1.267,2.099,1.624,20.435,8.89,39.92,26.77,6.2,10.27,7.95,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-26.85,-20.17,-22.72,0,24
SIM_000379,Nyoma,4180.0,FLOOR,INFILTRATION,1.76,0.733,5.797,0.605,3.219,0.11,12.223,14.4,5.99,47.43,4.95,26.33,0.9,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-30.94,-25.5,-27.39,0,24
SIM_000380,Chushul,4350.0,ROOF,FLOOR,1.65,15.551,12.507,0.38,2.691,1.579,34.358,4.8,45.26,36.4,1.11,7.83,4.59,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-27.74,-19.16,-22.53,0,24
SIM_000381,Rezang La,5000.0,FLOOR,INFILTRATION,2.291,1.782,9.865,0.289,7.577,0.214,22.017,10.41,8.09,44.8,1.31,34.41,0.97,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.55,-22.79,-25.53,0,24
SIM_000382,Pangong,4250.0,WALL,FLOOR,10.817,0.95,6.712,0.616,2.957,0.164,22.216,48.69,4.28,30.21,2.77,13.31,0.74,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-15.83,-13.19,-14.26,0,24
SIM_000383,Depsang,5330.0,FLOOR,INFILTRATION,3.363,1.09,13.316,0.512,4.616,0.052,22.95,14.65,4.75,58.02,2.23,20.11,0.23,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-30.14,-25.09,-27.59,0,24
SIM_000384,Kargil,2676.0,ROOF,WALL,4.393,4.968,3.095,0.97,1.768,0.359,15.553,28.25,31.94,19.9,6.23,11.37,2.31,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-27.17,-22.28,-23.88,0,24
SIM_000385,Leh,3500.0,FLOOR,INFILTRATION,1.553,1.065,5.464,0.508,3.077,0.121,11.787,13.17,9.04,46.36,4.31,26.1,1.02,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-12.43,-8.44,-10.29,0,24
SIM_000386,Dras,3280.0,FLOOR,INFILTRATION,0.969,0.628,5.72,0.12,2.165,0.081,9.683,10.0,6.48,59.07,1.24,22.36,0.84,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.19,-20.67,-25.95,0,24
SIM_000387,Siachen,5400.0,WALL,FLOOR,5.839,5.151,5.697,0.334,1.818,1.193,20.033,29.15,25.71,28.44,1.67,9.08,5.95,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-43.75,-40.54,-41.88,0,24
SIM_000388,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,0.524,0.923,3.847,0.095,1.555,0.133,7.077,7.41,13.04,54.36,1.35,21.98,1.88,100.02,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-33.94,-30.63,-32.34,0,24
SIM_000389,Galwan,4300.0,FLOOR,INFILTRATION,1.653,2.126,9.165,1.289,6.314,0.169,20.716,7.98,10.26,44.24,6.22,30.48,0.82,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.24,-19.81,-23.62,0,24
SIM_000390,Hanle,4500.0,FLOOR,INFILTRATION,2.745,3.008,26.462,5.357,9.893,0.185,47.65,5.76,6.31,55.53,11.24,20.76,0.39,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.11,-8.37,-10.92,0,24
SIM_000391,Nyoma,4180.0,WALL,FLOOR,10.408,0.347,7.474,3.935,0.359,0.015,22.538,46.18,1.54,33.16,17.46,1.59,0.07,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-19.5,-15.6,-17.28,0,24
SIM_000392,Chushul,4350.0,FLOOR,ROOF,2.494,7.901,8.503,0.128,2.093,1.635,22.754,10.96,34.72,37.37,0.56,9.2,7.19,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-36.69,-30.76,-33.6,0,24
SIM_000393,Rezang La,5000.0,FLOOR,INFILTRATION,0.837,0.619,3.875,0.038,2.885,0.022,8.277,10.12,7.48,46.82,0.45,34.86,0.27,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-30.04,-21.76,-25.83,0,24
SIM_000394,Pangong,4250.0,WALL,FLOOR,14.282,2.145,9.821,0.699,9.143,0.159,36.249,39.4,5.92,27.09,1.93,25.22,0.44,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-24.24,-19.78,-21.85,0,24
SIM_000395,Depsang,5330.0,FLOOR,INFILTRATION,3.255,1.76,8.252,0.626,5.299,0.133,19.324,16.84,9.11,42.7,3.24,27.42,0.69,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-46.71,-39.93,-42.43,0,24
SIM_000396,Kargil,2676.0,ROOF,FLOOR,0.683,5.674,4.57,0.994,2.684,1.607,16.212,4.22,35.0,28.19,6.13,16.56,9.91,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-16.62,-9.26,-12.33,0,24
SIM_000397,Leh,3500.0,FLOOR,WALL,5.77,0.688,8.077,0.388,1.384,0.061,16.368,35.25,4.2,49.35,2.37,8.46,0.37,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.25,-10.15,-12.74,0,24
SIM_000398,Dras,3280.0,FLOOR,INFILTRATION,2.499,0.404,4.976,0.263,2.904,0.202,11.248,22.22,3.6,44.24,2.33,25.82,1.8,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.65,-16.28,-19.29,0,24
SIM_000399,Siachen,5400.0,FLOOR,ROOF,0.949,4.308,4.502,0.121,0.435,0.066,10.382,9.14,41.5,43.36,1.17,4.19,0.64,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-36.28,-29.05,-32.1,0,24
SIM_000400,Daulat Beg Oldie,5065.0,FLOOR,WALL,5.296,2.511,17.779,2.291,1.254,0.083,29.215,18.13,8.59,60.86,7.84,4.29,0.29,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-40.51,-34.21,-36.65,0,24
SIM_000401,Galwan,4300.0,FLOOR,WALL,3.614,1.552,13.177,1.863,1.797,0.116,22.119,16.34,7.02,59.57,8.42,8.13,0.52,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.59,-15.56,-18.62,0,24
SIM_000402,Hanle,4500.0,FLOOR,INFILTRATION,1.308,2.793,9.529,0.531,4.136,0.333,18.63,7.02,14.99,51.15,2.85,22.2,1.79,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.68,-19.48,-24.89,0,24
SIM_000403,Nyoma,4180.0,WALL,ROOF,11.42,10.352,5.315,0.31,3.779,0.464,31.641,36.09,32.72,16.8,0.98,11.94,1.47,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-31.28,-25.5,-27.92,0,24
SIM_000404,Chushul,4350.0,ROOF,FLOOR,0.951,11.214,7.928,0.403,1.918,1.982,24.396,3.9,45.97,32.5,1.65,7.86,8.13,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-31.61,-20.95,-24.99,0,24
SIM_000405,Rezang La,5000.0,FLOOR,INFILTRATION,1.776,0.889,10.455,0.136,2.179,0.074,15.508,11.45,5.73,67.42,0.87,14.05,0.48,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.63,-21.7,-24.36,0,24
SIM_000406,Pangong,4250.0,FLOOR,INFILTRATION,2.897,1.474,21.699,0.887,9.759,0.208,36.924,7.85,3.99,58.76,2.4,26.43,0.56,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-15.3,-9.62,-11.92,0,24
SIM_000407,Depsang,5330.0,FLOOR,WALL,9.111,1.664,23.448,3.286,1.972,0.107,39.588,23.01,4.2,59.23,8.3,4.98,0.27,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-30.18,-25.64,-27.75,0,24
SIM_000408,Kargil,2676.0,WALL,FLOOR,7.611,0.386,4.84,0.144,3.906,0.014,16.902,45.03,2.28,28.64,0.85,23.11,0.08,99.99,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-25.91,-20.32,-23.06,0,24
SIM_000409,Leh,3500.0,FLOOR,WALL,4.435,1.831,19.902,1.18,1.023,0.129,28.5,15.56,6.42,69.83,4.14,3.59,0.45,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-8.42,-2.86,-5.18,0,24
SIM_000410,Dras,3280.0,FLOOR,GLAZING,2.003,0.747,6.398,2.805,0.477,0.066,12.495,16.03,5.97,51.21,22.45,3.82,0.52,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-28.73,-23.16,-25.05,0,24
SIM_000411,Siachen,5400.0,FLOOR,WALL,6.566,0.816,7.481,0.746,2.808,0.044,18.461,35.57,4.42,40.52,4.04,15.21,0.24,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-43.87,-40.03,-41.44,0,24
SIM_000412,Daulat Beg Oldie,5065.0,WALL,FLOOR,12.367,2.225,8.438,0.81,0.673,0.071,24.584,50.3,9.05,34.32,3.3,2.74,0.29,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-34.53,-29.22,-31.59,0,24
SIM_000413,Galwan,4300.0,FLOOR,ROOF,1.491,9.291,11.27,0.498,5.016,1.863,29.43,5.07,31.57,38.29,1.69,17.04,6.33,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.58,-19.62,-22.37,0,24
SIM_000414,Hanle,4500.0,ROOF,WALL,6.85,7.55,3.122,0.052,0.543,0.186,18.304,37.43,41.25,17.06,0.29,2.97,1.02,100.02,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-19.88,-13.13,-16.27,0,24
SIM_000415,Nyoma,4180.0,ROOF,WALL,17.808,31.404,17.658,1.887,1.275,0.662,70.695,25.19,44.42,24.98,2.67,1.8,0.94,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-19.42,-12.72,-15.72,0,24
SIM_000416,Chushul,4350.0,FLOOR,INFILTRATION,2.431,3.246,19.415,3.164,15.695,0.144,44.096,5.51,7.36,44.03,7.18,35.59,0.33,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-37.42,-28.04,-31.27,0,24
SIM_000417,Rezang La,5000.0,WALL,FLOOR,9.991,1.08,7.162,1.789,5.305,0.027,25.355,39.41,4.26,28.25,7.05,20.92,0.11,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-29.7,-24.08,-26.72,0,24
SIM_000418,Pangong,4250.0,FLOOR,WALL,4.03,0.827,13.019,0.636,2.402,0.106,21.021,19.17,3.94,61.94,3.03,11.43,0.5,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-21.94,-17.41,-19.64,0,24
SIM_000419,Depsang,5330.0,FLOOR,WALL,2.358,0.267,4.4,0.039,2.019,0.11,9.194,25.65,2.91,47.86,0.42,21.96,1.2,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-46.76,-39.44,-43.07,0,24
SIM_000420,Kargil,2676.0,WALL,ROOF,5.661,4.134,4.039,0.228,0.568,0.668,15.297,37.01,27.02,26.4,1.49,3.72,4.37,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-14.86,-11.48,-12.97,0,24
SIM_000421,Leh,3500.0,FLOOR,ROOF,2.403,6.789,9.805,1.579,2.172,1.39,24.138,9.95,28.13,40.62,6.54,9.0,5.76,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-14.04,-8.1,-10.26,0,24
SIM_000422,Dras,3280.0,FLOOR,INFILTRATION,0.324,1.084,2.622,0.104,1.741,0.136,6.011,5.39,18.03,43.61,1.74,28.97,2.26,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-20.87,-17.52,-19.17,0,24
SIM_000423,Siachen,5400.0,FLOOR,INFILTRATION,1.97,0.771,9.378,0.545,2.507,0.022,15.193,12.96,5.08,61.73,3.59,16.5,0.15,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.6,-27.45,-29.54,0,24
SIM_000424,Daulat Beg Oldie,5065.0,ROOF,FLOOR,3.0,23.988,18.049,0.863,2.789,3.371,52.059,5.76,46.08,34.67,1.66,5.36,6.48,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-48.47,-36.5,-40.98,0,24
SIM_000425,Galwan,4300.0,FLOOR,INFILTRATION,4.593,2.448,15.603,1.907,6.114,0.216,30.88,14.87,7.93,50.53,6.17,19.8,0.7,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.0,-15.31,-18.17,0,24
SIM_000426,Hanle,4500.0,FLOOR,WALL,3.656,1.104,10.555,2.344,1.581,0.28,19.521,18.73,5.66,54.07,12.01,8.1,1.43,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.27,-20.45,-22.5,0,24
SIM_000427,Nyoma,4180.0,FLOOR,WALL,1.842,1.793,19.08,0.034,1.704,0.212,24.665,7.47,7.27,77.36,0.14,6.91,0.86,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.45,-21.9,-25.79,0,24
SIM_000428,Chushul,4350.0,FLOOR,INFILTRATION,2.241,0.95,13.136,0.817,10.769,0.116,28.029,8.0,3.39,46.86,2.91,38.42,0.41,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.11,-19.88,-22.38,0,24
SIM_000429,Rezang La,5000.0,FLOOR,INFILTRATION,2.403,1.2,12.112,1.502,8.056,0.145,25.418,9.45,4.72,47.65,5.91,31.7,0.57,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.38,-24.18,-25.83,0,24
SIM_000430,Pangong,4250.0,FLOOR,WALL,4.441,1.574,17.741,3.628,0.908,0.07,28.362,15.66,5.55,62.55,12.79,3.2,0.25,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-11.38,-8.22,-9.2,0,24
SIM_000431,Depsang,5330.0,FLOOR,INFILTRATION,1.079,0.217,4.75,1.442,2.023,0.022,9.532,11.32,2.28,49.83,15.13,21.22,0.23,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-37.8,-29.02,-32.44,0,24
SIM_000432,Kargil,2676.0,FLOOR,INFILTRATION,1.522,0.267,3.804,0.351,2.497,0.04,8.48,17.94,3.15,44.86,4.13,29.45,0.47,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.65,-21.71,-23.85,0,24
SIM_000433,Leh,3500.0,FLOOR,WALL,1.993,0.625,5.687,0.376,1.179,0.049,9.91,20.11,6.31,57.38,3.8,11.9,0.5,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-13.24,-7.54,-9.9,0,24
SIM_000434,Dras,3280.0,ROOF,INFILTRATION,1.403,3.047,2.126,0.106,2.178,1.628,10.488,13.38,29.06,20.27,1.01,20.77,15.52,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-31.91,-22.93,-27.09,0,24
SIM_000435,Siachen,5400.0,FLOOR,GLAZING,3.561,2.629,24.718,5.767,5.35,0.113,42.139,8.45,6.24,58.66,13.69,12.7,0.27,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-39.52,-32.8,-35.91,0,24
SIM_000436,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,1.201,0.694,10.06,1.112,4.43,0.243,17.74,6.77,3.91,56.71,6.27,24.97,1.37,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-37.24,-28.89,-31.81,0,24
SIM_000437,Galwan,4300.0,FLOOR,WALL,2.267,0.357,6.146,0.402,1.313,0.107,10.592,21.4,3.37,58.02,3.8,12.4,1.01,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.72,-21.61,-23.54,0,24
SIM_000438,Hanle,4500.0,FLOOR,INFILTRATION,4.707,1.303,8.046,0.211,4.745,0.387,19.399,24.26,6.72,41.48,1.09,24.46,2.0,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-17.23,-11.37,-14.29,0,24
SIM_000439,Nyoma,4180.0,WALL,FLOOR,4.41,1.241,3.059,0.494,2.545,0.011,11.76,37.5,10.56,26.01,4.2,21.64,0.09,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-19.1,-16.95,-18.08,0,24
SIM_000440,Chushul,4350.0,ROOF,FLOOR,1.608,8.332,8.048,1.149,6.718,2.282,28.137,5.71,29.61,28.6,4.08,23.88,8.11,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-37.61,-32.22,-34.14,0,24
SIM_000441,Rezang La,5000.0,FLOOR,INFILTRATION,2.147,1.56,13.621,0.016,4.722,0.181,22.247,9.65,7.01,61.23,0.07,21.22,0.81,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.49,-21.19,-23.25,0,24
SIM_000442,Pangong,4250.0,FLOOR,INFILTRATION,1.63,1.19,15.014,0.199,4.513,0.058,22.604,7.21,5.27,66.42,0.88,19.96,0.26,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.56,-14.9,-19.11,0,24
SIM_000443,Depsang,5330.0,FLOOR,INFILTRATION,3.282,1.385,17.39,1.001,12.506,0.205,35.769,9.17,3.87,48.62,2.8,34.96,0.57,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-42.8,-37.74,-39.69,0,24
SIM_000444,Kargil,2676.0,FLOOR,INFILTRATION,2.211,4.565,17.23,1.117,12.577,0.388,38.089,5.81,11.99,45.24,2.93,33.02,1.02,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-11.91,-5.96,-7.99,0,24
SIM_000445,Leh,3500.0,FLOOR,INFILTRATION,3.465,2.434,13.924,2.413,8.309,0.529,31.073,11.15,7.83,44.81,7.76,26.74,1.7,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-13.48,-8.55,-10.39,0,24
